step,elapsed_sols,mean_surface_pressure_pa,mean_co2_ice_pa,atmosphere_plus_surface_reservoir_mass_kg,mean_surface_temperature_k,min_surface_temperature_k,max_surface_temperature_k,min_air_temperature_k,max_air_temperature_k,max_wind_speed_ms,mean_deep_soil_temperature_k,dry_atmospheric_mass_kg_m2_sr,atmospheric_energy_excluding_surface_geopotential_j_m2_sr,dry_atmospheric_aam_kg_m_s_sr,mean_dust_visible_optical_depth,mean_dust_longwave_optical_depth
145040,490.1366421468804,636.8181982191618,32.8543738383811,2.598435821278448e+16,229.87385470430007,148.55998152524418,271.7537255484611,93.64245450271213,261.3406005876009,210.22982648524598,200.01159913312654,2150.768523847394,326266891.2057869,1166789216571.4243,0.7433911324454479,0.2509570732551109
146520,495.1380364544998,633.4425754577162,36.229996593748936,2.598435821254866e+16,229.5444910503445,148.54478869909337,271.8853707005243,95.88033130998436,261.358833450296,197.60968829832854,200.01206613810592,2139.3678082208576,324606965.2792998,1155407398438.0679,0.727902013836732,0.24572819203074933
148000,500.1394307621192,629.9183637123815,39.75420833244425,2.598435821229104e+16,229.3124514788411,148.54478869907456,271.72837462436286,97.52050067313628,261.13769901498574,206.84115292254285,200.01254645131428,2127.46525312046,322273080.3678015,1149642905553.836,0.7080206551763469,0.23901656014162345
149480,505.1408250697386,626.2642421548006,43.40832988334498,2.598435821203184e+16,229.00784747497195,148.54478869905802,271.7388539506367,95.84866011809045,262.3500697742039,195.51440874075504,200.01304034454733,2115.1239449569453,319869953.31337017,1142017671376.8052,0.6854615169648275,0.23140095235672128
150960,510.14221937735806,622.531737765149,47.140834266700054,2.598435821178752e+16,228.6105328259796,148.54478869903102,271.13624787337227,100.65596105052376,260.9954385121905,219.9214875433386,200.01354809545836,2102.517909233038,317619822.4191282,1142132215067.4653,0.6617892049858825,0.22340955471248777
152440,515.1436136849775,618.738590818379,50.9339812079958,2.5984358211575108e+16,228.36075181597795,148.54478869899216,270.3939653793749,95.62014107900515,260.3169399327236,190.79022119880975,200.01406998757477,2089.7070613611418,315188513.2866343,1133080911479.6057,0.6389475252229642,0.2156985656385222
153920,520.1450079925969,614.8694587265119,54.8031132939589,2.5984358211346024e+16,228.0369498076716,148.5012325922602,269.8258226436601,95.30111623466543,259.1695525119634,233.1081241518076,200.0146063102892,2076.6395837967966,312660125.8127948,1122379920531.2688,0.6176371999826016,0.20850453733693486
155400,525.1464023002163,610.9760491077263,58.6965229069889,2.59843582111227e+16,227.755221849012,148.38854555727707,269.76250260563415,93.75446509511778,260.7965032271282,217.87942523355838,200.01515735882163,2063.4901121234907,310190545.43351233,1113744052793.019,0.5976765417323944,0.20176613501861235
156880,530.1477966078357,607.0872376444729,62.58533436403326,2.5984358210881784e+16,227.4148440381503,148.34946572037137,269.01802869510254,88.48016878279783,260.07694725893316,199.20514605442028,200.01572343415205,2050.3561701071794,307752791.3903811,1107169849493.7683,0.5784019254809327,0.19525932990386863
158360,535.1491909154552,603.3385207457069,66.33405125712886,2.5984358210661756e+16,227.10279535634976,148.3110066546483,268.76641374653644,95.19836154045208,260.664934271677,193.80314120943697,200.0163048429221,2037.6953787962088,305853156.5593852,1100141671620.093,0.5587688171190444,0.18863150353278574
159840,540.1505852230746,599.6321866640371,70.04038533262187,2.5984358210422092e+16,226.85362878021562,148.31100665457913,267.88031389573666,95.42049255592725,258.91636284369963,182.59637374037445,200.01690189730573,2025.1777297968401,303377811.203002,1095065813774.4221,0.5381071752448199,0.1816564603831961
161320,545.151979530694,596.0178862807696,73.65468570960778,2.5984358210178356e+16,226.46889522668292,148.07222094252464,266.97393227951784,96.71514763129672,257.92804052866546,186.30364783633843,200.0175149148493,2012.970912338106,300851329.2367524,1090101526639.8033,0.5160187563679145,0.1741997599647569
162800,550.1533738383134,592.541400793094,77.1311711914918,2.598435820995363e+16,226.14226581602662,148.07222094225742,266.00681753471406,94.3436046596477,257.3003835145953,178.37663545100853,200.0181442182813,2001.229546307087,298695260.09448946,1082211916916.2825,0.4929267439392926,0.16640426224718965
164280,555.1547681459328,589.1313739849231,80.5411979939071,2.5984358209730304e+16,225.8405247025545,148.07222094210516,265.06815795481333,100.03818419311693,256.10841956114155,215.04506493774036,200.01879013529395,1989.7126356016465,296064174.77019584,1077189134378.0581,0.4701969542485144,0.1587310452809015
165760,560.1561624535523,585.9797736963706,83.69279827660003,2.598435820950294e+16,225.49507053350516,148.03807105266708,263.9518460877556,91.3723189134634,254.69956099491952,203.10415743202262,200.0194529982966,1979.068525996546,293968257.6517155,1073082627518.9795,0.44983736093448745,0.1518579690705379
167240,565.1575567611717,582.9549861443993,86.71758582275632,2.5984358209277304e+16,225.21638277441897,148.03807105247023,262.9693935449723,98.80129174147567,252.7495767179587,195.3950001244347,200.02013314414447,1968.8527094946032,291582042.4724225,1070978505401.17,0.4340081445916534,0.14651427632389474
168720,570.1589510687911,580.1208402457927,89.55173171562072,2.5984358209054504e+16,224.8528545428003,148.03807105235245,261.50771520247565,91.51970040020485,250.39764507569117,187.3697421765094,200.0208309138434,1959.2807597485682,289611179.0665673,1069591443111.0931,0.4244191643773537,0.14327718841897472
170200,575.1603453764105,577.4960969262756,92.17647502936434,2.598435820883049e+16,224.62709253181578,148.0380710520851,260.6271292926259,93.80466445521607,250.05426876216592,180.45004690006982,200.02154665223333,1950.4160392826918,287699650.4354588,1064344640256.426,0.4218807017565141,0.14242024358648198
171680,580.16173968403,575.0734639865145,94.59910796349388,2.5984358208611972e+16,224.35889770325562,148.03807105176983,259.6330227790466,95.83983683169862,249.354260063658,190.21149465086611,200.02228070765227,1942.2339196663788,285847008.8430532,1059887687214.7906,0.426139311363908,0.14385788272908842
173160,585.1631339916494,572.9913105121914,96.6812614323245,2.5984358208398852e+16,223.99782514601043,148.03807105157077,258.5478721827785,92.36430934472165,247.83171403748736,216.63797066902129,200.02303343158312,1935.2017240304547,284640927.6176021,1057824601063.3265,0.43627476859835873,0.14727945255134184
174640,590.1645282992688,571.2177782762467,98.4547936625938,2.5984358208178644e+16,223.85118066600887,148.03302767212358,257.55330363510905,96.67635983552054,247.2371926319966,179.25495005936497,200.02380517828544,1929.2118554623676,283388706.4941149,1057054319281.1533,0.4505136589361295,0.152086276398428
176120,595.1659226068882,569.6989920427325,99.97357989036516,2.598435820795581e+16,223.57109080618415,148.0330276719159,256.4593258048879,92.50054835600487,245.3370001430663,205.1313658996241,200.02459630441444,1924.0823575387376,282406903.2112372,1059155246164.6924,0.46628723938630673,0.1574111873430011
177600,600.1673169145076,568.4135292156278,101.2590427114441,2.5984358207722e+16,223.32213618894997,147.99336805148374,255.12682966423398,95.10653896999472,243.65408325511305,203.92025021263976,200.0254071686297,1919.740878298911,281501262.442991,1056732313304.9724,0.4811108134672484,0.16241539120803705
179080,605.1687112221271,567.3296376424244,102.34293427832249,2.5984358207476572e+16,223.10549168695786,147.99336805135425,254.23521100539932,100.43714719804692,243.4331150372783,197.91803179905756,200.0262381311959,1916.0801790829826,280346337.0907318,1057441474291.5378,0.49266935085967695,0.1663173703418635
180560,610.1701055297464,566.5883335719877,103.0842383421118,2.5984358207218652e+16,222.78936831380372,147.9933680512179,252.79683135950395,102.7438745021404,241.78284312317732,179.94756095032713,200.0270895535778,1913.5765234623464,279907061.5931959,1045825345686.3378,0.49939405533141534,0.1685875242443032
182040,615.1714998373659,566.1784858442413,103.49408606310442,2.598435820695659e+16,222.44270330102228,147.9933680511379,251.26632363598503,107.300660297584,239.71383170759125,181.94336879066134,200.02796179803198,1912.1923174285482,279377528.7481868,1054179937336.5591,0.5007584097903854,0.16904810881137355
183520,620.1728941449853,566.040740069319,103.63183183075618,2.598435820667448e+16,221.98591800862818,147.99336805108845,249.5876374242447,106.7838543378585,239.12954544272142,163.907803164269,200.02885522719728,1911.7270994466744,278731002.54202324,1056202792236.6487,0.49664521747731705,0.16765956006837174
185000,625.1742884526047,566.417459057915,103.25511283580084,2.5984358206427732e+16,221.61376106320856,147.9933680509897,248.81561456926957,104.04781077412534,238.09430077403448,175.86458897053694,200.02977020368607,1912.9994175827987,278857367.8048993,1055734637663.3212,0.4877225759303796,0.16464741758003415
186480,630.1756827602242,567.1688007580485,102.5037711281586,2.598435820613638e+16,221.13359953226413,147.9933680509619,248.02106874201485,110.58118758973447,237.5571282458716,168.10156826513733,200.03070708967758,1915.5369739588887,278314674.80455506,1054782573816.6287,0.4751206588651321,0.16039321000444084
187960,635.1770770678436,568.3604876552258,101.31208422280156,2.598435820581899e+16,220.49864550997268,147.99336805094634,247.4586390309003,111.32698454893114,237.47692485982213,163.86371553165756,200.0316662465142,1919.5617375034883,278435412.3944874,1059657253375.4614,0.4599142717464787,0.15525977454278986
189440,640.178471375463,570.000329671529,99.67224219882962,2.5984358205521436e+16,219.94374490233042,147.99336805092088,246.36096441503406,111.46189995829518,236.33114563861105,157.84886352199024,200.03264803430164,1925.1000851867211,278347090.97927076,1056168960606.2163,0.4434623410965798,0.1497058632845541
190920,645.1798656830823,572.2482391995554,97.42433266243742,2.598435820519683e+16,219.3047086080615,147.99336805091255,245.4712550544702,113.31435919227276,235.7147205178759,150.44158745632942,200.03365281151275,1932.6920997850098,279196851.1295296,1070753792746.3395,0.42670333497430823,0.1440482882086319
192400,650.1812599907018,575.1240309530189,94.54854090274274,2.5984358204955044e+16,218.76154505462415,147.99336805088242,244.42266039265544,113.83534303341892,234.88021192562633,134.72128282750768,200.03468093459435,1942.40470285098,280176244.05547357,1070887361653.1282,0.41026240129385966,0.13849808938068542
193880,655.1826542983213,578.5538326817477,91.11873916747646,2.5984358204701384e+16,218.05762248537508,147.99336805086628,243.5844630859643,115.0854230514901,234.63396265232706,145.7480347406569,200.0357327575778,1953.98840071297,281347464.40794605,1085703677956.8374,0.39479117678984954,0.1332752489620597
195360,660.1840486059407,582.4686615267942,87.20391031606812,2.5984358204454536e+16,217.52450232672012,144.53962673863737,242.65573156225196,116.49098298958155,233.91717864292596,127.12422420143206,200.03680863169112,1967.210212966014,282141035.2455386,1088240232868.5588,0.3801324962411991,0.12832671058974096
196840,665.1854429135602,586.9257527315524,82.74681910463589,2.598435820419557e+16,216.86440968195208,144.3593805399766,241.74377596919075,116.50182991555937,233.50714857154418,131.86086302965046,200.03790890497265,1982.263444010476,284236410.73979324,1103985054844.7617,0.36628316218065265,0.12365139475292428
197673,668.0004168718351,589.5130177494823,80.15955408259248,2.598435820403596e+16,216.59457842903205,144.32745506276785,241.22142363155785,116.84416433300595,233.14494721675487,129.72921496022317,200.03853904103823,1991.0015865117057,285048680.14697784,1100742708501.9236,0.3588062222968039,0.1211272982075062
