time_hours,temperature_k,pressure_pa,ice_mass_kg,solar_flux_wm2,orbital_angle_rad
2722.0,223.56856073079695,610.0,0.0,654.6191026581992,1.0372895685434191
2723.0,223.55779310744225,610.0,0.0,654.5807951371158,1.0376706447993131
2724.0,223.54628855119375,610.0,0.0,654.5424801216559,1.0380517210552072
2725.0,223.53459407063585,610.0,0.0,654.5041576181399,1.0384327973111012
2726.0,223.52326865626387,610.0,0.0,654.4658276328892,1.0388138735669952
2727.0,223.51284718373554,610.0,0.0,654.4274901722254,1.0391949498228892
2728.0,223.50380592406165,610.0,0.0,654.3891452424708,1.0395760260787832
2729.0,223.49653187641863,610.0,0.0,654.3507928499498,1.0399571023346772
2730.0,223.49129788317427,610.0,0.0,654.3124330009854,1.0403381785905712
2731.0,223.48824510925408,610.0,0.0,654.2740657019025,1.0407192548464652
2732.0,223.48737399451934,610.0,0.0,654.2356909590274,1.0411003311023592
2733.0,223.4885442483948,610.0,0.0,654.1973087786861,1.0414814073582532
2734.0,223.49148388344426,610.0,0.0,654.1589191672057,1.0418624836141472
2735.0,223.49580671304668,610.0,0.0,654.1205221309144,1.0422435598700412
2736.0,223.50103720161889,610.0,0.0,654.0821176761406,1.0426246361259353
2737.0,223.50664108614924,610.0,0.0,654.0437058092137,1.0430057123818293
2738.0,223.51205981420873,610.0,0.0,654.0052865364644,1.0433867886377233
2739.0,223.51674659047447,610.0,0.0,653.966859864223,1.0437678648936173
2740.0,223.52020170920574,610.0,0.0,653.9284257988212,1.0441489411495113
2741.0,223.52200488420445,610.0,0.0,653.8899843465917,1.0445300174054053
2742.0,223.52184247146036,610.0,0.0,653.8515355138677,1.0449110936612993
2743.0,223.51952780369808,610.0,0.0,653.8130793069831,1.0452921699171933
2744.0,223.5150133009946,610.0,0.0,653.7746157322724,1.0456732461730873
2745.0,223.50839355877628,610.0,0.0,653.7361447960708,1.0460543224289813
2746.0,223.49989920761112,610.0,0.0,653.6976665047148,1.0464353986848753
2747.0,223.4898819473167,610.0,0.0,653.6591808645414,1.0468164749407693
2748.0,223.47879173861367,610.0,0.0,653.6206878818878,1.0471975511966634
2749.0,223.46714764860158,610.0,0.0,653.5821875630926,1.0475786274525574
2750.0,223.45550425687227,610.0,0.0,653.5436799144949,1.0479597037084514
2751.0,223.44441581038888,610.0,0.0,653.5051649424346,1.0483407799643454
2752.0,223.43440045051534,610.0,0.0,653.4666426532517,1.0487218562202394
2753.0,223.4259068185955,610.0,0.0,653.4281130532885,1.0491029324761334
2754.0,223.4192851814493,610.0,0.0,653.389576148886,1.0494840087320274
2755.0,223.41476491860035,610.0,0.0,653.3510319463874,1.0498650849879214
